name,vendor,generation,socket,lithography,cores,threads,base_clock_ghz,boost_clock_ghz,tdp_w,memory_types,max_memory_gb,memory_channels,ecc_support,has_igpu,url
Xeon EU80573JJ0806M Q684,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon EU80573JJ0806M SLAS3,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon EU80573JJ0876M Q3LQ,Intel,,LGA 1366,,,,,3.167,,,,,,,
Xeon EU80573KH0366M Q3KZ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon EU80573KH0366M Q651,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon EU80573KH0366M SLANG BX80573E5205A SLANG,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon EU80573KJ0536M Q2LE,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon EU80573KJ0536M SLANF,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon EU80573KJ0676M Q2LD,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon EU80573KJ0806M Q631,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon EU80573KJ0806M SLAND,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon EU80573KJ0936M Q4QY,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon EU80573KJ0936M Q624,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon EU80573KJ0936M SLANJ,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon EU80573KL0966M Q617,Intel,,LGA 1366,,,,,3.4,,,,,,,
Xeon EU80573KL0966M SLANH,Intel,,LGA 1366,,,,,3.4,,,,,,,
Xeon EU80573QJ0806M SLAYK,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon EU80574JH046N Q9GK,Intel,,LGA 771,,,,,2.133,,,,,,,
Xeon EU80574JH046N SLAP5,Intel,,LGA 771,,,,,2.133,,,,,,,
Xeon EU80574JJ053N Q3JH,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon EU80574JJ053N Q9FU,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon EU80574JJ053N SLAP4 BX80574L5410A SLAP4,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon EU80574JJ060N Q3JG,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon EU80574JJ060N Q9FR,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon EU80574JJ060N SLARP BX80574L5420A SLARP,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon EU80574KJ041N Q9EL,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon EU80574KJ041N SLAP2 BX80574E5405A SLAP2,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon EU80574KJ053003 QZOZ,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon EU80574KJ053N Q3HP,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon EU80574KJ053N Q5YJ,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon EU80574KJ053N SLANW BX80574E5410A SLANW,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon EU80574KJ060N Q9DB,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon EU80574KJ060N SLANV BX80574E5420A SLANV,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon EU80574KJ067N Q9CY,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon EU80574KJ067N SLANU BX80574E5430A SLANU,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon EU80574KJ073N Q3HE,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon EU80574KJ073N Q9CT,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon EU80574KJ073N Q9CU,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon EU80574KJ073N SLANS BX80574E5440A SLANS,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon EU80574KJ080N Q5YQ,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon EU80574KJ080N SLANQ BX80574E5450A SLANQ,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon EU80574KJ080NT QAMB,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon EU80574KJ080NT SLASB BX80574X5450A SLASB,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon EU80574KJ087N Q5XQ,Intel,,LGA 771,,,,,3.167,,,,,,,
Xeon EU80574KJ087N SLANP BX80574X5460A SLANP,Intel,,LGA 771,,,,,3.167,,,,,,,
Xeon EU80574KL072N SLANT,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon EU80574KL080N SLANR,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon EU80574KL080NT QALT,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon EU80574KL080NT SLASA,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon EU80574KL088N Q5ZS,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon EU80574KL088N Q9UF,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon EU80574KL088N SLANZ,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon EU80580KJ0606M QBBG,Intel,,LGA 1366,,,,,2.5,,,,,,,
Xeon EU80580KJ0606M SLAWF BX80580X3320 SLAWF,Intel,,LGA 1366,,,,,2.5,,,,,,,
Xeon EU80584KJ060J SLASE,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon EU80584KJ067N SLASD,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon EU80584KJ073N SLASC,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon EU8060200000032 Q7WJ,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon EU8060200000068 QCZN,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80555KE0724M QGSH,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon HH80555KF0604M SL96F BX805555020A SL96F,Intel,,LGA 1366,,,,,2.5,,,,,,,
Xeon HH80555KF0674M QMOW,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80555KF0674M SL96E BX805555030A SL96E,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80555KF0734M QHZN,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon HH80555KF0734M QMOU,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon HH80555KF0734M SL96D BX805555040A SL96D,Intel,,LGA 1366,,,,,2.833,,,,,,,
Xeon HH80555KF0804M QHZK,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80555KF0804M QMOS,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80555KF0804M QPSL,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80555KF0804M SL96C BX805555050A SL96C,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80555KH0884M QFCI,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0884M QHYY,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0884M QJRY,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0884M QKIC,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0884M QMOP,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0884M QPSF,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0884M SL92A,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0884M SL96A BX805555060A SL96A,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555KH0994M QHYP,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon HH80555KH0994M QJYK,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon HH80555KH0994M QKIB,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon HH80555KH0994M QMON,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon HH80555KH0994M SL969 BX805555070A SL969,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon HH80555KH1094M QKIA,Intel,,LGA 1366,,,,,3.733,,,,,,,
Xeon HH80555KH1094M QMOL,Intel,,LGA 1366,,,,,3.733,,,,,,,
Xeon HH80555KH1094M QPRV,Intel,,LGA 1366,,,,,3.733,,,,,,,
Xeon HH80555KH1094M SL968 BX805555080A SL968,Intel,,LGA 1366,,,,,3.733,,,,,,,
Xeon HH80555QH0884M QHZB,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555QH0884M QKIH,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555QH0884M QMPB,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555QH0884M QPTD,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80555QH0884M SL96B,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon HH80556JG0254M QVOJ,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556JG0254M QXXG,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556JG0494M QVNX,Intel,,LGA 1366,,,,,2.2,,,,,,,
Xeon HH80556JG0494M QXQD,Intel,,LGA 1366,,,,,2.2,,,,,,,
Xeon HH80556JG0494M SLABJ,Intel,,LGA 1366,,,,,2.2,,,,,,,
Xeon HH80556JH0364M QLCN,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556JH0364M QXQH,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556JH0364M SL9XA,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556JH0364M SLAG6,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556JH0464M QLCK,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80556JH0464M QXPJ,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80556JH0464M SL9RN,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80556JH0464M SLAG3,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80556JJ0534M QQLJ,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556JJ0534M QRAZ,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556JJ0534M QTHS,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556JJ0534M QXPZ,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556JJ0534M SL9RR BX805565148A SL9RR,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556JJ0534M SLABH BX805565148A SLABH,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556JJ0534M SLAG4 BX805565148A SLAG4,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KH0254M QLSN,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556KH0254M QOWW,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556KH0254M QTKE,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556KH0254M QXRN,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556KH0254M SL9RZ BX805565110A SL9RZ,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556KH0254M SLABR BX805565110A SLABR,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556KH0254M SLAGE BX805565110A SLAGE,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80556KH0364M QJGW,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M QLSJ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M QOWS,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M QRTZ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M QTIY,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M QXRJ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M SL9RY BX805565120A SL9RY,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M SLABQ BX805565120A SLABQ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KH0364M SLAGD BX805565120A SLAGD,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80556KJ0414M QLCT,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M QLUR,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M QLYN,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M QOXU,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M QTIU,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M QXRF,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M SL9RX BX805565130A SL9RX,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M SLABP BX805565130A SLABP,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0414M SLAGC BX805565130A SLAGC,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80556KJ0534M QLUN,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M QLYJ,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M QOXQ,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M QQEO,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M QTIQ,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M QXRB,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M SL9RW BX805565140A SL9RW,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M SLABN BX805565140A SLABN,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0534M SLAGB BX805565140A SLAGB,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80556KJ0674M QLUJ,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0674M QLYF,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0674M QOXM,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0674M QTIM,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0674M QXQX,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0674M SL9RU BX805565150A SL9RU,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0674M SLABM BX805565150A SLABM,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0674M SLAGA BX805565150A SLAGA,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80556KJ0804M QLUF,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80556KJ0804M QOXI,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80556KJ0804M QTII,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80556KJ0804M QXQT,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80556KJ0804M SL9RT BX805565160A SL9RT,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80556KJ0804M SLABS BX805565160A SLABS,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80556KJ0804M SLAG9 BX805565160A SLAG9,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80557KH0362M QUBU,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80557KH0362M QUUK,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80557KH0362M SL9TW BX805573040 SL9TW,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80557KH0362M SL9VT BX805573040 SL9VT,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80557KH0362M SLAC2 BX805573040 SLAC2,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80557KH0462M QUBV,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80557KH0462M QUUG,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80557KH0462M SL9TY BX805573050 SL9TY,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80557KH0462M SL9VS BX805573050 SL9VS,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80557KH0462M SLABZ BX805573050 SLABZ,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80557KH0564M QUBW,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80557KH0564M SL9TZ BX805573060 SL9TZ,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80557KH0564M SL9ZH BX805573060 SL9ZH,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80557KH0564M SLACD BX805573060 SLACD,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80557KH0674M QUBX,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80557KH0674M SL9U2 BX805573070 SL9U2,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80557KH0674M SL9ZC BX805573070 SL9ZC,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80557KH0674M SLACC BX805573070 SLACC,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80557KJ0534MG QXIA,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80557KJ0534MG SLAA9 BX805573065 SLAA9,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80557KJ0674MG QXHN,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80557KJ0674MG SLAA3 BX805573075 SLAA3,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80557KJ0804MG QXHL,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80557KJ0804MG SLAA2 BX805573085 SLAA2,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80562KH0468M QVFQ,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80562KH0468M QYPV,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80562KH0568M QVFP,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80562KH0568M QYPU,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80562KH0678M QYPT,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80562QH0468M SL9UQ BX80562X3210 SL9UQ,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80562QH0468M SLACU BX80562X3210 SLACU,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80562QH0568M SL9UP BX80562X3220 SL9UP,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80562QH0568M SLACT BX80562X3220 SLACT,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80562QH0678M SLACS BX80562X3230 SLACS,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563JH0258M QURR,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563JH0258M QWVU,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563JH0258M SL9MT,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563JH0258M SLACA,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563JH0258M SLAEQ,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563JH0258MT SLAJE,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563JH0368M QWVO,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563JH0368M QYEI,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563JH0368M SLA4Q BX80563L5320A SLA4Q,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563JH0368M SLAC9 BX80563L5320A SLAC9,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563JH0368M SLAEP BX80563L5320A SLAEP,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563JJ0418MP QWUG,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80563JJ0418MP SLAEN BX80563L5335A SLAEN,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80563KH0468M QQYI,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80563KH0468M QQYL,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80563KH0568M QQNA,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80563KH0568M QQYH,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80563KH0568M QQYK,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80563KH0568M QTAT,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80563KH0568M QUQI,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon HH80563KH0678M QLWX,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KH0678M QQMV,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KH0678M QQYG,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KH0678M QUQD,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0538M QVDE,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80563KJ0678M QVQE,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0678M QVQF,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0678M QVRD,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0678M QWTM,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0678M SL9YM BX80563X5355A SL9YM,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0678M SLAC4 BX80563X5355A SLAC4,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0678M SLAEG BX80563X5355A SLAEG,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon HH80563KJ0808MP QWTH,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80563KJ0808MP SLAED BX80563X5365A SLAED,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon HH80563KL0728M QYPJ,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon HH80563QH0258M QVHM,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563QH0258M QWVK,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563QH0258M SL9XR BX80563E5310A SL9XR,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563QH0258M SLACB BX80563E5310A SLACB,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563QH0258M SLAEM BX80563E5310A SLAEM,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon HH80563QH0368M QQOE,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563QH0368M QRAU,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563QH0368M QURM,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563QH0368M QWVE,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563QH0368M SL9MV BX80563E5320A SL9MV,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563QH0368M SLAC8 BX80563E5320A SLAC8,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563QH0368M SLAEL BX80563E5320A SLAEL,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon HH80563QH0468M QQNZ,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80563QH0468M QURH,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon HH80563QJ0418M QVQU,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80563QJ0418M QWUB,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80563QJ0418M SL9YK BX80563E5335A SL9YK,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80563QJ0418M SLAC7 BX80563E5335A SLAC7,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80563QJ0418M SLAEK BX80563E5335A SLAEK,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon HH80563QJ0538M QVQO,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80563QJ0538M QVQP,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80563QJ0538M QWTW,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80563QJ0538M SL9YL BX80563E5345A SL9YL,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80563QJ0538M SLAC5 BX80563E5345A SLAC5,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon HH80563QJ0538M SLAEJ BX80563E5345A SLAEJ,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon JM80547KH1091M QDZA,Intel,,LGA 771,,,,,3.733,,,,,,,
Xeon L3110,Intel,,LGA 775,,2,,3.0,,45,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L3360,Intel,,LGA 775,,4,,2.83,,65,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5215,Intel,,LGA 771,,2,,1.87,,20,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5238,Intel,,LGA 771,,2,,2.67,,35,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5240,Intel,,LGA 771,,2,,3.0,,40,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5248,Intel,,LGA 771,,2,,3.0,,55,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5310,Intel,,LGA 771,,4,,1.6,,50,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5318,Intel,,LGA 771,,4,,1.6,,40,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5320,Intel,,LGA 771,,4,,1.87,,50,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5335,Intel,,LGA 771,,4,,2.0,,50,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5408,Intel,,LGA 771,,4,,2.13,,40,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5410,Intel,,LGA 771,,4,,2.33,,50,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5420,Intel,,LGA 771,,4,,2.5,,50,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L5430,Intel,,LGA 771,,4,,2.67,,50,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon L7345,Intel,,Socket 604,,4,,1.87,,50,,,,,,https://en.wikipedia.org/wiki/List_of_Intel_Xeon_processors_(Core-based)
Xeon LF80539JF0282M SL9HS,Intel,,LGA 771,,,,,1.667,,,,,,,
Xeon LF80539KF0282M QKIM,Intel,,LGA 771,,,,,1.667,,,,,,,
Xeon LF80539KF0282M SL98Q BX80539KF16672M SL98Q,Intel,,LGA 771,,,,,1.667,,,,,,,
